date,league,home_team,away_team,home_goals,away_goals,status,season
2023-07-02T14:00:00Z,BSA,SC Corinthians Paulista,RB Bragantino,0,1,FINISHED,2023
2023-07-02T19:00:00Z,BSA,Botafogo FR,CR Vasco da Gama,2,0,FINISHED,2023
2023-07-02T19:00:00Z,BSA,CA Paranaense,SE Palmeiras,2,2,FINISHED,2023
2023-07-02T19:00:00Z,BSA,CA Mineiro,América FC,2,2,FINISHED,2023
2023-07-02T21:30:00Z,BSA,Cuiabá EC,Santos FC,3,0,FINISHED,2023
2023-07-03T23:00:00Z,BSA,Goiás EC,Coritiba FBC,1,2,FINISHED,2023
2023-07-08T19:00:00Z,BSA,Cuiabá EC,EC Bahia,1,1,FINISHED,2023
2023-07-08T19:00:00Z,BSA,CR Vasco da Gama,Cruzeiro EC,0,1,FINISHED,2023
2023-07-08T21:30:00Z,BSA,CA Mineiro,SC Corinthians Paulista,0,1,FINISHED,2023
2023-07-08T21:30:00Z,BSA,Coritiba FBC,América FC,3,1,FINISHED,2023
2023-07-09T00:00:00Z,BSA,SE Palmeiras,CR Flamengo,1,1,FINISHED,2023
2023-07-09T14:00:00Z,BSA,Santos FC,Goiás EC,4,3,FINISHED,2023
2023-07-09T19:00:00Z,BSA,RB Bragantino,São Paulo FC,0,0,FINISHED,2023
2023-07-09T19:00:00Z,BSA,Fluminense FC,SC Internacional,2,0,FINISHED,2023
2023-07-09T21:30:00Z,BSA,Grêmio FBPA,Botafogo FR,0,2,FINISHED,2023
2023-07-09T21:30:00Z,BSA,Fortaleza EC,CA Paranaense,1,0,FINISHED,2023
2023-07-16T00:00:00Z,BSA,Botafogo FR,RB Bragantino,2,0,FINISHED,2023
2023-07-16T14:00:00Z,BSA,Cruzeiro EC,Coritiba FBC,0,0,FINISHED,2023
2023-07-16T19:00:00Z,BSA,Fortaleza EC,Cuiabá EC,0,1,FINISHED,2023
2023-07-16T19:00:00Z,BSA,São Paulo FC,Santos FC,4,1,FINISHED,2023
2023-07-16T19:00:00Z,BSA,Fluminense FC,CR Flamengo,0,0,FINISHED,2023
2023-07-16T21:30:00Z,BSA,CA Paranaense,EC Bahia,2,0,FINISHED,2023
2023-07-16T21:30:00Z,BSA,SC Internacional,SE Palmeiras,0,0,FINISHED,2023
2023-07-17T23:00:00Z,BSA,Goiás EC,CA Mineiro,0,0,FINISHED,2023
2023-07-22T19:00:00Z,BSA,SE Palmeiras,Fortaleza EC,3,1,FINISHED,2023
2023-07-22T19:00:00Z,BSA,CR Flamengo,América FC,1,1,FINISHED,2023
2023-07-22T21:30:00Z,BSA,EC Bahia,SC Corinthians Paulista,0,0,FINISHED,2023
2023-07-22T21:30:00Z,BSA,Cuiabá EC,São Paulo FC,2,1,FINISHED,2023
2023-07-23T00:00:00Z,BSA,Grêmio FBPA,CA Mineiro,1,0,FINISHED,2023
2023-07-23T19:00:00Z,BSA,Cruzeiro EC,Goiás EC,0,1,FINISHED,2023
2023-07-23T19:00:00Z,BSA,Santos FC,Botafogo FR,2,2,FINISHED,2023
2023-07-23T19:00:00Z,BSA,RB Bragantino,SC Internacional,0,0,FINISHED,2023
2023-07-23T21:30:00Z,BSA,CR Vasco da Gama,CA Paranaense,0,2,FINISHED,2023
2023-07-24T22:00:00Z,BSA,Coritiba FBC,Fluminense FC,2,0,FINISHED,2023
2023-07-29T19:00:00Z,BSA,CA Paranaense,Cruzeiro EC,3,3,FINISHED,2023
2023-07-29T19:00:00Z,BSA,SC Internacional,Cuiabá EC,1,2,FINISHED,2023
2023-07-29T19:00:00Z,BSA,Fluminense FC,Santos FC,1,0,FINISHED,2023
2023-07-29T21:30:00Z,BSA,Fortaleza EC,RB Bragantino,0,3,FINISHED,2023
2023-07-29T21:30:00Z,BSA,SC Corinthians Paulista,CR Vasco da Gama,3,1,FINISHED,2023
2023-07-30T00:00:00Z,BSA,CA Mineiro,CR Flamengo,1,2,FINISHED,2023
2023-07-30T14:00:00Z,BSA,São Paulo FC,EC Bahia,0,0,FINISHED,2023
2023-07-30T19:00:00Z,BSA,América FC,SE Palmeiras,1,4,FINISHED,2023
2023-07-30T19:00:00Z,BSA,Botafogo FR,Coritiba FBC,4,1,FINISHED,2023
2023-07-30T21:30:00Z,BSA,Goiás EC,Grêmio FBPA,1,1,FINISHED,2023
2023-08-05T19:00:00Z,BSA,Santos FC,CA Paranaense,1,1,FINISHED,2023
2023-08-05T21:30:00Z,BSA,SC Internacional,SC Corinthians Paulista,2,2,FINISHED,2023
2023-08-05T21:30:00Z,BSA,Goiás EC,Fortaleza EC,1,0,FINISHED,2023
2023-08-06T00:00:00Z,BSA,Fluminense FC,SE Palmeiras,2,1,FINISHED,2023
2023-08-06T19:00:00Z,BSA,São Paulo FC,CA Mineiro,0,2,FINISHED,2023
2023-08-06T19:00:00Z,BSA,CR Vasco da Gama,Grêmio FBPA,1,0,FINISHED,2023
2023-08-06T21:30:00Z,BSA,EC Bahia,América FC,3,1,FINISHED,2023
2023-08-06T21:30:00Z,BSA,Coritiba FBC,RB Bragantino,0,1,FINISHED,2023
2023-08-06T21:30:00Z,BSA,Cruzeiro EC,Botafogo FR,0,0,FINISHED,2023
2023-08-06T23:00:00Z,BSA,Cuiabá EC,CR Flamengo,3,0,FINISHED,2023
2023-08-13T00:00:00Z,BSA,Botafogo FR,SC Internacional,3,1,FINISHED,2023
2023-08-13T14:00:00Z,BSA,CA Mineiro,EC Bahia,1,0,FINISHED,2023
2023-08-13T19:00:00Z,BSA,SC Corinthians Paulista,Coritiba FBC,3,1,FINISHED,2023
2023-08-13T19:00:00Z,BSA,Grêmio FBPA,Fluminense FC,2,1,FINISHED,2023
2023-08-13T19:00:00Z,BSA,América FC,Goiás EC,0,1,FINISHED,2023
2023-08-13T21:30:00Z,BSA,CR Flamengo,São Paulo FC,1,1,FINISHED,2023
2023-08-13T21:30:00Z,BSA,Fortaleza EC,Santos FC,4,0,FINISHED,2023
2023-08-14T22:00:00Z,BSA,SE Palmeiras,Cruzeiro EC,1,0,FINISHED,2023
2023-08-15T00:00:00Z,BSA,RB Bragantino,CR Vasco da Gama,1,1,FINISHED,2023
2023-08-15T23:00:00Z,BSA,CA Paranaense,Cuiabá EC,2,0,FINISHED,2023
2023-08-19T19:00:00Z,BSA,SC Internacional,Fortaleza EC,0,1,FINISHED,2023
2023-08-19T19:00:00Z,BSA,São Paulo FC,Botafogo FR,0,0,FINISHED,2023
2023-08-19T21:30:00Z,BSA,Cuiabá EC,SE Palmeiras,0,2,FINISHED,2023
2023-08-19T21:30:00Z,BSA,Fluminense FC,América FC,3,1,FINISHED,2023
2023-08-20T00:00:00Z,BSA,Cruzeiro EC,SC Corinthians Paulista,1,1,FINISHED,2023
2023-08-20T14:00:00Z,BSA,CR Vasco da Gama,CA Mineiro,1,0,FINISHED,2023
2023-08-20T19:00:00Z,BSA,EC Bahia,RB Bragantino,4,0,FINISHED,2023
2023-08-20T19:00:00Z,BSA,Coritiba FBC,CR Flamengo,2,3,FINISHED,2023
2023-08-20T19:00:00Z,BSA,Santos FC,Grêmio FBPA,2,1,FINISHED,2023
2023-08-21T23:00:00Z,BSA,Goiás EC,CA Paranaense,1,1,FINISHED,2023
2023-08-26T21:30:00Z,BSA,CR Flamengo,SC Internacional,0,0,FINISHED,2023
2023-08-27T00:00:00Z,BSA,SC Corinthians Paulista,Goiás EC,1,1,FINISHED,2023
2023-08-27T14:00:00Z,BSA,RB Bragantino,Cuiabá EC,2,0,FINISHED,2023
2023-08-27T19:00:00Z,BSA,América FC,São Paulo FC,2,1,FINISHED,2023
2023-08-27T19:00:00Z,BSA,CA Mineiro,Santos FC,2,0,FINISHED,2023
2023-08-27T19:00:00Z,BSA,Botafogo FR,EC Bahia,3,0,FINISHED,2023
2023-08-27T21:30:00Z,BSA,Fortaleza EC,Coritiba FBC,3,1,FINISHED,2023
2023-08-27T21:30:00Z,BSA,CA Paranaense,Fluminense FC,2,2,FINISHED,2023
2023-08-27T21:30:00Z,BSA,SE Palmeiras,CR Vasco da Gama,1,0,FINISHED,2023
2023-08-27T22:00:00Z,BSA,Grêmio FBPA,Cruzeiro EC,3,0,FINISHED,2023
2023-09-02T19:00:00Z,BSA,Goiás EC,SC Internacional,0,0,FINISHED,2023
2023-09-02T19:00:00Z,BSA,CA Paranaense,CA Mineiro,1,1,FINISHED,2023
2023-09-03T00:00:00Z,BSA,Botafogo FR,CR Flamengo,1,2,FINISHED,2023
2023-09-03T14:00:00Z,BSA,Grêmio FBPA,Cuiabá EC,2,0,FINISHED,2023
2023-09-03T19:00:00Z,BSA,Fluminense FC,Fortaleza EC,1,0,FINISHED,2023
2023-09-03T19:00:00Z,BSA,SC Corinthians Paulista,SE Palmeiras,0,0,FINISHED,2023
2023-09-03T21:30:00Z,BSA,Cruzeiro EC,RB Bragantino,0,0,FINISHED,2023
2023-09-03T21:30:00Z,BSA,EC Bahia,CR Vasco da Gama,1,1,FINISHED,2023
2023-09-03T21:30:00Z,BSA,América FC,Santos FC,2,0,FINISHED,2023
2023-09-14T00:30:00Z,BSA,SC Internacional,São Paulo FC,2,1,FINISHED,2023
2023-09-14T00:30:00Z,BSA,CR Flamengo,CA Paranaense,0,3,FINISHED,2023
2023-09-14T22:00:00Z,BSA,Fortaleza EC,SC Corinthians Paulista,2,1,FINISHED,2023
2023-09-14T22:00:00Z,BSA,Santos FC,Cruzeiro EC,0,3,FINISHED,2023
2023-09-14T23:00:00Z,BSA,Coritiba FBC,EC Bahia,2,4,FINISHED,2023
2023-09-15T00:30:00Z,BSA,RB Bragantino,Grêmio FBPA,2,0,FINISHED,2023
2023-09-15T23:00:00Z,BSA,Cuiabá EC,América FC,2,2,FINISHED,2023
2023-09-16T00:30:00Z,BSA,SE Palmeiras,Goiás EC,1,0,FINISHED,2023
2023-09-16T19:00:00Z,BSA,CR Vasco da Gama,Fluminense FC,4,2,FINISHED,2023
2023-09-17T00:00:00Z,BSA,CA Mineiro,Botafogo FR,1,0,FINISHED,2023
2023-09-18T23:00:00Z,BSA,EC Bahia,Santos FC,1,2,FINISHED,2023
2023-09-19T00:00:00Z,BSA,SC Corinthians Paulista,Grêmio FBPA,4,4,FINISHED,2023
2023-09-20T00:30:00Z,BSA,América FC,RB Bragantino,0,2,FINISHED,2023
2023-09-20T22:00:00Z,BSA,Goiás EC,CR Flamengo,0,0,FINISHED,2023
2023-09-21T00:30:00Z,BSA,São Paulo FC,Fortaleza EC,1,2,FINISHED,2023
2023-09-21T00:30:00Z,BSA,Fluminense FC,Cruzeiro EC,1,0,FINISHED,2023
2023-09-21T22:00:00Z,BSA,CR Vasco da Gama,Coritiba FBC,5,1,FINISHED,2023
2023-09-21T22:30:00Z,BSA,CA Paranaense,SC Internacional,2,1,FINISHED,2023
2023-09-22T00:30:00Z,BSA,Grêmio FBPA,SE Palmeiras,1,0,FINISHED,2023
2023-09-22T23:00:00Z,BSA,SC Corinthians Paulista,Botafogo FR,1,0,FINISHED,2023
2023-09-24T00:00:00Z,BSA,CA Mineiro,Cuiabá EC,1,0,FINISHED,2023
2023-09-25T23:00:00Z,BSA,América FC,CR Vasco da Gama,0,1,FINISHED,2023
2023-09-27T22:00:00Z,BSA,São Paulo FC,Coritiba FBC,2,1,FINISHED,2023
2023-09-30T19:00:00Z,BSA,Fortaleza EC,Grêmio FBPA,1,1,FINISHED,2023
2023-09-30T19:00:00Z,BSA,CR Flamengo,EC Bahia,1,0,FINISHED,2023
2023-09-30T21:30:00Z,BSA,Cuiabá EC,Fluminense FC,3,0,FINISHED,2023
2023-09-30T21:30:00Z,BSA,São Paulo FC,SC Corinthians Paulista,2,1,FINISHED,2023
2023-10-01T00:00:00Z,BSA,SC Internacional,CA Mineiro,0,2,FINISHED,2023
2023-10-01T19:00:00Z,BSA,Coritiba FBC,CA Paranaense,2,0,FINISHED,2023
2023-10-01T19:00:00Z,BSA,Cruzeiro EC,América FC,1,1,FINISHED,2023
2023-10-01T19:00:00Z,BSA,Santos FC,CR Vasco da Gama,4,1,FINISHED,2023
2023-10-01T21:30:00Z,BSA,RB Bragantino,SE Palmeiras,2,1,FINISHED,2023
2023-10-02T23:00:00Z,BSA,Botafogo FR,Goiás EC,1,1,FINISHED,2023
2023-10-07T19:00:00Z,BSA,Goiás EC,EC Bahia,4,6,FINISHED,2023
2023-10-07T21:30:00Z,BSA,CR Vasco da Gama,São Paulo FC,0,0,FINISHED,2023
2023-10-08T00:00:00Z,BSA,SC Corinthians Paulista,CR Flamengo,1,1,FINISHED,2023
2023-10-08T19:00:00Z,BSA,SE Palmeiras,Santos FC,1,2,FINISHED,2023
2023-10-08T19:00:00Z,BSA,Fluminense FC,Botafogo FR,0,2,FINISHED,2023
2023-10-08T19:00:00Z,BSA,SC Internacional,Grêmio FBPA,3,2,FINISHED,2023
2023-10-08T21:30:00Z,BSA,CA Mineiro,Coritiba FBC,1,2,FINISHED,2023
2023-10-08T21:30:00Z,BSA,Fortaleza EC,América FC,3,2,FINISHED,2023
2023-10-08T21:30:00Z,BSA,CA Paranaense,RB Bragantino,1,1,FINISHED,2023
2023-10-15T00:00:00Z,BSA,Cuiabá EC,Cruzeiro EC,0,0,FINISHED,2023
2023-10-18T22:00:00Z,BSA,Grêmio FBPA,CA Paranaense,1,2,FINISHED,2023
2023-10-18T23:00:00Z,BSA,América FC,Botafogo FR,1,2,FINISHED,2023
2023-10-18T23:00:00Z,BSA,Coritiba FBC,Cuiabá EC,0,3,FINISHED,2023
2023-10-19T00:30:00Z,BSA,EC Bahia,SC Internacional,1,0,FINISHED,2023
2023-10-19T00:30:00Z,BSA,Goiás EC,São Paulo FC,2,0,FINISHED,2023
2023-10-19T00:30:00Z,BSA,CR Vasco da Gama,Fortaleza EC,1,0,FINISHED,2023
2023-10-19T22:00:00Z,BSA,Cruzeiro EC,CR Flamengo,0,2,FINISHED,2023
2023-10-19T22:00:00Z,BSA,SE Palmeiras,CA Mineiro,0,2,FINISHED,2023
2023-10-19T23:00:00Z,BSA,Santos FC,RB Bragantino,1,3,FINISHED,2023
2023-10-20T00:30:00Z,BSA,Fluminense FC,SC Corinthians Paulista,3,3,FINISHED,2023
2023-10-21T21:30:00Z,BSA,São Paulo FC,Grêmio FBPA,3,0,FINISHED,2023
2023-10-21T21:30:00Z,BSA,Cuiabá EC,Goiás EC,1,1,FINISHED,2023
2023-10-21T21:30:00Z,BSA,EC Bahia,Fortaleza EC,2,0,FINISHED,2023
2023-10-22T00:00:00Z,BSA,Botafogo FR,CA Paranaense,1,1,FINISHED,2023
2023-10-22T19:00:00Z,BSA,CR Flamengo,CR Vasco da Gama,1,0,FINISHED,2023
2023-10-22T19:00:00Z,BSA,CA Mineiro,Cruzeiro EC,0,1,FINISHED,2023
2023-10-22T19:00:00Z,BSA,SC Internacional,Santos FC,7,1,FINISHED,2023
2023-10-22T21:30:00Z,BSA,RB Bragantino,Fluminense FC,1,0,FINISHED,2023
2023-10-22T21:30:00Z,BSA,SC Corinthians Paulista,América FC,1,1,FINISHED,2023
2023-10-22T21:30:00Z,BSA,Coritiba FBC,SE Palmeiras,0,2,FINISHED,2023
2023-10-25T22:00:00Z,BSA,CA Paranaense,América FC,3,2,FINISHED,2023
2023-10-25T22:00:00Z,BSA,RB Bragantino,CA Mineiro,1,2,FINISHED,2023
2023-10-25T22:00:00Z,BSA,Fluminense FC,Goiás EC,5,3,FINISHED,2023
2023-10-25T23:00:00Z,BSA,Cruzeiro EC,EC Bahia,3,0,FINISHED,2023
2023-10-25T23:00:00Z,BSA,SE Palmeiras,São Paulo FC,5,0,FINISHED,2023
2023-10-26T00:30:00Z,BSA,Cuiabá EC,SC Corinthians Paulista,0,1,FINISHED,2023
2023-10-26T00:30:00Z,BSA,Grêmio FBPA,CR Flamengo,3,2,FINISHED,2023
2023-10-26T22:00:00Z,BSA,CR Vasco da Gama,SC Internacional,1,2,FINISHED,2023
2023-10-27T00:30:00Z,BSA,Santos FC,Coritiba FBC,2,1,FINISHED,2023
2023-10-28T22:00:00Z,BSA,SE Palmeiras,EC Bahia,1,0,FINISHED,2023
2023-10-28T22:00:00Z,BSA,América FC,Grêmio FBPA,3,4,FINISHED,2023
2023-10-29T01:00:00Z,BSA,CA Mineiro,Fluminense FC,2,0,FINISHED,2023
2023-10-29T19:00:00Z,BSA,Goiás EC,CR Vasco da Gama,1,1,FINISHED,2023
2023-10-29T19:00:00Z,BSA,CA Paranaense,São Paulo FC,1,1,FINISHED,2023
2023-10-29T21:30:00Z,BSA,SC Corinthians Paulista,Santos FC,1,1,FINISHED,2023
2023-10-29T21:30:00Z,BSA,SC Internacional,Coritiba FBC,3,4,FINISHED,2023
2023-10-29T23:00:00Z,BSA,Botafogo FR,Cuiabá EC,0,1,FINISHED,2023
2023-10-31T22:00:00Z,BSA,EC Bahia,Fluminense FC,1,0,FINISHED,2023
2023-11-01T22:00:00Z,BSA,SC Corinthians Paulista,CA Paranaense,1,0,FINISHED,2023
2023-11-01T22:00:00Z,BSA,SC Internacional,América FC,1,1,FINISHED,2023
2023-11-01T23:00:00Z,BSA,Coritiba FBC,Grêmio FBPA,1,2,FINISHED,2023
2023-11-01T23:00:00Z,BSA,CR Flamengo,Santos FC,1,2,FINISHED,2023
2023-11-02T00:30:00Z,BSA,CA Mineiro,Fortaleza EC,3,1,FINISHED,2023
2023-11-02T00:30:00Z,BSA,Botafogo FR,SE Palmeiras,3,4,FINISHED,2023
2023-11-02T20:00:00Z,BSA,Cuiabá EC,CR Vasco da Gama,0,2,FINISHED,2023
2023-11-02T21:00:00Z,BSA,Goiás EC,RB Bragantino,0,2,FINISHED,2023
2023-11-02T23:00:00Z,BSA,São Paulo FC,Cruzeiro EC,1,0,FINISHED,2023
2023-11-04T22:30:00Z,BSA,Grêmio FBPA,EC Bahia,1,0,FINISHED,2023
2023-11-04T22:30:00Z,BSA,América FC,CA Mineiro,1,1,FINISHED,2023
2023-11-05T00:30:00Z,BSA,SE Palmeiras,CA Paranaense,1,0,FINISHED,2023
2023-11-05T19:00:00Z,BSA,RB Bragantino,SC Corinthians Paulista,1,0,FINISHED,2023
2023-11-05T19:00:00Z,BSA,Cruzeiro EC,SC Internacional,1,2,FINISHED,2023
2023-11-05T19:00:00Z,BSA,Fortaleza EC,CR Flamengo,0,2,FINISHED,2023
2023-11-05T21:30:00Z,BSA,Coritiba FBC,Goiás EC,0,1,FINISHED,2023
2023-11-06T22:00:00Z,BSA,CR Vasco da Gama,Botafogo FR,1,0,FINISHED,2023
2023-11-07T00:00:00Z,BSA,Santos FC,Cuiabá EC,0,0,FINISHED,2023
2023-11-08T22:00:00Z,BSA,SC Internacional,Fluminense FC,0,0,FINISHED,2023
2023-11-08T22:00:00Z,BSA,América FC,Coritiba FBC,0,3,FINISHED,2023
2023-11-08T23:00:00Z,BSA,São Paulo FC,RB Bragantino,1,0,FINISHED,2023
2023-11-08T23:00:00Z,BSA,CA Paranaense,Fortaleza EC,1,1,FINISHED,2023
2023-11-09T00:30:00Z,BSA,CR Flamengo,SE Palmeiras,3,0,FINISHED,2023
2023-11-09T22:00:00Z,BSA,SC Corinthians Paulista,CA Mineiro,1,1,FINISHED,2023
2023-11-09T22:00:00Z,BSA,Goiás EC,Santos FC,0,1,FINISHED,2023
2023-11-09T23:00:00Z,BSA,EC Bahia,Cuiabá EC,0,3,FINISHED,2023
2023-11-09T23:00:00Z,BSA,Botafogo FR,Grêmio FBPA,3,4,FINISHED,2023
2023-11-11T19:00:00Z,BSA,Coritiba FBC,Cruzeiro EC,1,0,FINISHED,2023
2023-11-11T21:30:00Z,BSA,CR Flamengo,Fluminense FC,1,1,FINISHED,2023
2023-11-12T00:00:00Z,BSA,SE Palmeiras,SC Internacional,3,0,FINISHED,2023
2023-11-12T19:00:00Z,BSA,Grêmio FBPA,SC Corinthians Paulista,0,1,FINISHED,2023
2023-11-12T19:00:00Z,BSA,RB Bragantino,Botafogo FR,2,2,FINISHED,2023
2023-11-12T21:30:00Z,BSA,Cuiabá EC,Fortaleza EC,2,1,FINISHED,2023
2023-11-12T21:30:00Z,BSA,EC Bahia,CA Paranaense,1,1,FINISHED,2023
2023-11-12T21:30:00Z,BSA,CA Mineiro,Goiás EC,2,1,FINISHED,2023
2023-11-12T21:30:00Z,BSA,Santos FC,São Paulo FC,0,0,FINISHED,2023
2023-11-12T21:30:00Z,BSA,CR Vasco da Gama,América FC,2,1,FINISHED,2023
2023-11-18T21:30:00Z,BSA,Fortaleza EC,Cruzeiro EC,0,1,FINISHED,2023
2023-11-22T22:00:00Z,BSA,Cruzeiro EC,CR Vasco da Gama,2,2,FINISHED,2023
2023-11-23T00:30:00Z,BSA,Fluminense FC,São Paulo FC,1,0,FINISHED,2023
2023-11-23T22:00:00Z,BSA,Fortaleza EC,Botafogo FR,2,2,FINISHED,2023
2023-11-24T00:30:00Z,BSA,CR Flamengo,RB Bragantino,1,0,FINISHED,2023
2023-11-25T00:00:00Z,BSA,SC Corinthians Paulista,EC Bahia,1,5,FINISHED,2023
2023-11-25T22:30:00Z,BSA,CA Paranaense,CR Vasco da Gama,0,0,FINISHED,2023
2023-11-26T00:00:00Z,BSA,Fluminense FC,Coritiba FBC,2,1,FINISHED,2023
2023-11-26T19:00:00Z,BSA,Botafogo FR,Santos FC,1,1,FINISHED,2023
2023-11-26T19:00:00Z,BSA,CA Mineiro,Grêmio FBPA,3,0,FINISHED,2023
2023-11-26T21:30:00Z,BSA,São Paulo FC,Cuiabá EC,0,0,FINISHED,2023
2023-11-26T21:30:00Z,BSA,América FC,CR Flamengo,0,3,FINISHED,2023
2023-11-26T21:30:00Z,BSA,Fortaleza EC,SE Palmeiras,2,2,FINISHED,2023
2023-11-26T21:30:00Z,BSA,SC Internacional,RB Bragantino,1,0,FINISHED,2023
2023-11-28T00:00:00Z,BSA,Goiás EC,Cruzeiro EC,0,1,FINISHED,2023
2023-11-29T00:30:00Z,BSA,CR Vasco da Gama,SC Corinthians Paulista,2,4,FINISHED,2023
2023-11-29T22:00:00Z,BSA,Santos FC,Fluminense FC,0,3,FINISHED,2023
2023-11-29T22:30:00Z,BSA,CR Flamengo,CA Mineiro,0,3,FINISHED,2023
2023-11-29T23:00:00Z,BSA,EC Bahia,São Paulo FC,0,1,FINISHED,2023
2023-11-29T23:00:00Z,BSA,Cuiabá EC,SC Internacional,0,2,FINISHED,2023
2023-11-30T00:30:00Z,BSA,Coritiba FBC,Botafogo FR,1,1,FINISHED,2023
2023-11-30T00:30:00Z,BSA,SE Palmeiras,América FC,4,0,FINISHED,2023
2023-11-30T22:00:00Z,BSA,Grêmio FBPA,Goiás EC,2,1,FINISHED,2023
2023-11-30T23:00:00Z,BSA,Cruzeiro EC,CA Paranaense,1,1,FINISHED,2023
2023-11-30T23:30:00Z,BSA,RB Bragantino,Fortaleza EC,1,2,FINISHED,2023
2023-12-02T21:00:00Z,BSA,SC Corinthians Paulista,SC Internacional,1,2,FINISHED,2023
2023-12-03T00:00:00Z,BSA,CA Mineiro,São Paulo FC,2,1,FINISHED,2023
2023-12-03T19:00:00Z,BSA,CR Flamengo,Cuiabá EC,2,1,FINISHED,2023
2023-12-03T19:00:00Z,BSA,SE Palmeiras,Fluminense FC,1,0,FINISHED,2023
2023-12-03T21:30:00Z,BSA,Botafogo FR,Cruzeiro EC,0,0,FINISHED,2023
2023-12-03T21:30:00Z,BSA,RB Bragantino,Coritiba FBC,1,0,FINISHED,2023
2023-12-03T21:30:00Z,BSA,Grêmio FBPA,CR Vasco da Gama,1,0,FINISHED,2023
2023-12-03T21:30:00Z,BSA,CA Paranaense,Santos FC,3,0,FINISHED,2023
2023-12-03T21:30:00Z,BSA,Fortaleza EC,Goiás EC,1,0,FINISHED,2023
2023-12-03T21:30:00Z,BSA,América FC,EC Bahia,3,2,FINISHED,2023
2023-12-06T22:00:00Z,BSA,Goiás EC,América FC,1,0,FINISHED,2023
2023-12-07T00:30:00Z,BSA,Cuiabá EC,CA Paranaense,3,0,FINISHED,2023
2023-12-07T00:30:00Z,BSA,EC Bahia,CA Mineiro,4,1,FINISHED,2023
2023-12-07T00:30:00Z,BSA,Coritiba FBC,SC Corinthians Paulista,0,2,FINISHED,2023
2023-12-07T00:30:00Z,BSA,SC Internacional,Botafogo FR,3,1,FINISHED,2023
2023-12-07T00:30:00Z,BSA,Cruzeiro EC,SE Palmeiras,1,1,FINISHED,2023
2023-12-07T00:30:00Z,BSA,Fluminense FC,Grêmio FBPA,2,3,FINISHED,2023
2023-12-07T00:30:00Z,BSA,CR Vasco da Gama,RB Bragantino,2,1,FINISHED,2023
2023-12-07T00:30:00Z,BSA,São Paulo FC,CR Flamengo,1,0,FINISHED,2023
2023-12-07T00:30:00Z,BSA,Santos FC,Fortaleza EC,1,2,FINISHED,2023
